Address,Price,Date,Url,Lat,Lon,LSOACode,LowerLayerSuperOutputArea,ConstituencyCode
"Alexandra Road, Tipton",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-72508063.html,52.5299981753065,-2.05788810538692,E01010076,Sandwell 015F,E14001030
"53 Warley Hall Road, Oldbury, B68 9JR",175000,2019-10-13,https://www.rightmove.co.uk/property-for-sale/property-85399199.html,52.4723866699834,-1.99185954790877,E01010027,Sandwell 036D,E14001016
"53 Warley Hall Road, Oldbury, B68 9JR",191000,2019-10-05,https://www.rightmove.co.uk/property-for-sale/property-85399199.html,52.4723866699834,-1.99185954790877,E01010027,Sandwell 036D,E14001016
"Amblecote Avenue, Great Barr, Birmingham",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-64381761.html,52.5494743604965,-1.89554560178333,E01009225,Birmingham 013B,E14000566
"Acacia Avenue, Kingshurst, Birmingham",200000,2019-10-21,https://www.rightmove.co.uk/property-for-sale/property-65903832.html,52.4964971568475,-1.75544479637417,E01010146,Solihull 004A,E14000812
"Arlington Rd, Warstock, Birmingham, West Midlands, B14",175000,2019-09-27,https://www.rightmove.co.uk/property-for-sale/property-74386291.html,52.4110961095307,-1.87235013183497,E01008942,Birmingham 117A,E14000567
"39 Warley Hall Road, Oldbury, B68 9JR",195000,2019-10-29,https://www.rightmove.co.uk/property-for-sale/property-75088348.html,52.4723866699834,-1.99185954790877,E01010027,Sandwell 036D,E14001016
"Asholme Close, Birmingham, B36",165000,2019-10-27,https://www.rightmove.co.uk/property-for-sale/property-75054031.html,52.5024598465146,-1.82229334321813,E01009082,Birmingham 044A,E14000563
"Alexandra Crescent, West Bromwich, B71",195000,2019-09-15,https://www.rightmove.co.uk/property-for-sale/property-84716597.html,52.5401697536411,-1.98329577282861,E01009950,Sandwell 039D,E14001029
"Addington Way, Tividale, Oldbury, B69 3LZ",175000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73183204.html,52.517151746413,-2.03458744502893,E01010069,Sandwell 016E,E14001030
"Audley Road, Birmingham, West Midlands, B33",170000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-65120943.html,52.4878698367479,-1.8055635688147,E01009092,Birmingham 054A,E14000568
"ALEXANDRA CRESCENT, WEST BROMWICH, WEST MIDLANDS, B71 3AG",179950,2019-09-25,https://www.rightmove.co.uk/property-for-sale/property-84017354.html,52.5401697536411,-1.98329577282861,E01009950,Sandwell 039D,E14001029
"Aldershaw Road, Birmingham",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-81437741.html,52.4582963767699,-1.8077540490319,E01008885,Birmingham 076A,E14000568
"Barn Croft, Birmingham, B32",160000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-65130495.html,52.4394820241913,-1.98083247338297,E01008924,Birmingham 101A,E14000560
"Alexandra Road, Birmingham, B21",139995,2019-09-08,https://www.rightmove.co.uk/property-for-sale/property-63903636.html,52.5016807354369,-1.94353550531222,E01033635,Birmingham 039H,E14000564
"Alexandra Road, Tipton",175000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-83519384.html,52.5299981753065,-2.05788810538692,E01010076,Sandwell 015F,E14001030
"Abbeyfield Road, Birmingham",165000,2019-10-25,https://www.rightmove.co.uk/property-for-sale/property-65973744.html,52.53981017952,-1.85310544013331,E01009403,Birmingham 020A,E14000561
"36 Spenser Walk, Catshill, Bromsgrove, B61 0NF",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-78616727.html,52.361167538763,-2.05414191629662,E01032152,Bromsgrove 007D,E14000605
"Alexandra Road, Tipton",185000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-84802070.html,52.5299981753065,-2.05788810538692,E01010076,Sandwell 015F,E14001030
"Alexandra Road, Tipton, DY4",170000,2019-10-17,https://www.rightmove.co.uk/property-for-sale/property-85714358.html,52.5302649170555,-2.0636374118262,E01010076,Sandwell 015F,E14001030
"Admington Road, Birmingham, B33",160000,2019-11-06,https://www.rightmove.co.uk/property-for-sale/property-66215031.html,52.469030584112,-1.77708878131743,E01009322,Birmingham 069D,E14000568
"Addison Road, Kings Heath, Birmingham, West Midlands, B14",200000,2019-11-04,https://www.rightmove.co.uk/property-for-sale/property-74238001.html,52.4311620068579,-1.89038291846771,E01009175,Birmingham 104A,E14000562
"39 Warley Hall Road, Oldbury, B68 9JR",200000,2019-10-13,https://www.rightmove.co.uk/property-for-sale/property-85398680.html,52.4723866699834,-1.99185954790877,E01010027,Sandwell 036D,E14001016
"Birmingham Road, Lickey End. Bromsgrove",190000,2019-10-27,https://www.rightmove.co.uk/property-for-sale/property-65980254.html,52.3529895906053,-2.04693776269866,E01032155,Bromsgrove 008E,E14000605
"Allendale Road, Birmingham, B25",180000,2019-09-15,https://www.rightmove.co.uk/property-for-sale/property-82545704.html,52.466686126852,-1.82655873752693,E01008882,Birmingham 066A,E14000568
"Alcester Road South, Kings Heath",165000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-72944488.html,52.4086840252098,-1.88735143906689,E01008947,Birmingham 122C,E14000567
"Amberley Grove, Birmingham, B6",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-60719742.html,52.5181725886504,-1.87778805474864,E01008915,Birmingham 030A,E14000566
"Blakemere Avenue, Birmingham, B25",185000,2019-10-21,https://www.rightmove.co.uk/property-for-sale/property-60836472.html,52.4689061663455,-1.80873831910469,E01009521,Birmingham 067E,E14000568
"All Saints Road, Bromsgrove, B61 0AG",180000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-61693518.html,52.3413881071829,-2.05646612002573,E01032160,Bromsgrove 010C,E14000605
"Albert Road, Birmingham",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-63318129.html,52.5186899554745,-1.85803898660855,E01009412,Birmingham 030C,E14000561
"Almond Croft, Birmingham, B42",NULL,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-82355249.html,52.5346658801764,-1.92904586749081,E01009237,Birmingham 024A,E14000566
"All Saints Road, Bromsgrove",175000,2019-11-06,https://www.rightmove.co.uk/property-for-sale/property-66216561.html,52.3413881071829,-2.05646612002573,E01032160,Bromsgrove 010C,E14000605
"Amberley Grove, Erdington, Birmingham, West Midlands, B6",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73497934.html,52.5181725886504,-1.87778805474864,E01008915,Birmingham 030A,E14000566
"ANDREW ROAD, WEST BROMWICH, WEST MIDLANDS, B71 3QP",200000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-82915313.html,52.5511355781544,-1.97341058331472,E01009948,Sandwell 039B,E14001029
"Alder Road, Balsall Heath, Birmingham, B12",179950,2019-09-28,https://www.rightmove.co.uk/property-for-sale/property-83350841.html,52.4513774097428,-1.87797262568404,E01033648,Birmingham 084F,E14000562
"Alwold Road, Weoley Castle, B29",120000,2019-10-09,https://www.rightmove.co.uk/property-for-sale/property-65649495.html,52.4431625124321,-1.95935164475803,E01009291,Birmingham 095D,E14000565
"Aldershaw Road, Birmingham",200000,2019-09-25,https://www.rightmove.co.uk/property-for-sale/property-85076237.html,52.4595544897049,-1.80745423093425,E01008885,Birmingham 076A,E14000568
"Amphletts Close, Dudley",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84459431.html,52.4829723573483,-2.07328742886434,E01009875,Dudley 018E,E14000976
"Albert Road, Erdington, Birmingham, West Midlands, B23",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73699216.html,52.5186899554745,-1.85803898660855,E01009412,Birmingham 030C,E14000561
"Alwold Road, Weoley Castle",150000,2019-10-21,https://www.rightmove.co.uk/property-for-sale/property-74815963.html,52.4414579685189,-1.97156354058682,E01009500,Birmingham 095E,E14000565
"All Saints Road, Bromsgrove, B61 0AG",189950,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-61693518.html,52.3413881071829,-2.05646612002573,E01032160,Bromsgrove 010C,E14000605
"Appleton Avenue, Great Barr",175000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-74184208.html,52.5397069720959,-1.94142278998138,E01010008,Sandwell 011A,E14001029
"Ardencote Road, Birmingham",180000,2019-10-21,https://www.rightmove.co.uk/property-for-sale/property-73307851.html,52.4257594930653,-1.88157266902089,E01008936,Birmingham 111C,E14000567
"Almond Croft, Birmingham, B42",174950,2019-09-21,https://www.rightmove.co.uk/property-for-sale/property-82355249.html,52.5346658801764,-1.92904586749081,E01009237,Birmingham 024A,E14000566
"Amberley Grove, Birmingham, B6",160000,2019-10-23,https://www.rightmove.co.uk/property-for-sale/property-60719742.html,52.5181725886504,-1.87778805474864,E01008915,Birmingham 030A,E14000566
"Baldwin Street, Birmingham, Smethwick, United Kingdom, B66",180000,2019-09-10,https://www.rightmove.co.uk/property-for-sale/property-64727397.html,52.4947652528932,-1.9601881300051,E01010062,Sandwell 026C,E14001016
"Anglesey Avenue, Birmingham",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-64211223.html,52.4972752166682,-1.74085787603398,E01010238,Solihull 004D,E14000812
"Amphletts Close, Netherton",190000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-84459431.html,52.4829723573483,-2.07328742886434,E01009875,Dudley 018E,E14000976
"Attingham Drive, Dudley",180000,2019-10-05,https://www.rightmove.co.uk/property-for-sale/property-73967851.html,52.5157689554675,-2.0964777906018,E01009879,Dudley 011B,E14000671
"Alvechurch Road, Northfield, Birmingham, West Midlands, B31",200000,2019-09-15,https://www.rightmove.co.uk/property-for-sale/property-74147272.html,52.3898513493127,-1.95895949279941,E01009217,Birmingham 131E,E14000565
"Blakemore Close, Birmingham",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-72671864.html,52.4455039173166,-1.97347359723099,E01009500,Birmingham 095E,E14000560
"Anderton Road, Sparkbrook",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73672342.html,52.4627794296784,-1.86395872422161,E01033650,Birmingham 077F,E14000562
"Asholme Close, Biringham, Birmingham, West Midlands, B36",165000,2019-09-15,https://www.rightmove.co.uk/property-for-sale/property-65071515.html,52.5024598465146,-1.82229334321813,E01009082,Birmingham 044A,E14000563
"Anglesey Avenue, Birmingham, B36",180000,2019-11-04,https://www.rightmove.co.uk/property-for-sale/property-66125757.html,52.4972752166682,-1.74085787603398,E01010238,Solihull 004D,E14000812
"Anchor Crescent, Birmingham, B18",175000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-59596893.html,52.4919634134483,-1.92837795192079,E01009348,Birmingham 047A,E14000564
"Aldershaw Road, Birmingham, B26",200000,2019-09-21,https://www.rightmove.co.uk/property-for-sale/property-64968516.html,52.4595544897049,-1.80745423093425,E01008885,Birmingham 076A,E14000568
"Barlow Court, Kingsbury, Tamworth",120000,2019-09-08,https://www.rightmove.co.uk/property-for-sale/property-72802780.html,52.5670760829808,-1.68305677578703,E01031033,North Warwickshire 004C,E14000854
"Blakesley Road, Birmingham, B25",160000,2019-10-19,https://www.rightmove.co.uk/property-for-sale/property-82443443.html,52.4736801951906,-1.81460645589103,E01008897,Birmingham 067B,E14000568
"Bloxcidge Street, Oldbury",180000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-60987669.html,52.4892879847809,-2.00422737903929,E01010005,Sandwell 030D,E14001016
"Anglesey Avenue, Birmingham",160000,2019-09-15,https://www.rightmove.co.uk/property-for-sale/property-64211223.html,52.4972752166682,-1.74085787603398,E01010238,Solihull 004D,E14000812
"Bandywood Road, Birmingham",145000,2019-09-29,https://www.rightmove.co.uk/property-for-sale/property-85104269.html,52.5577412905092,-1.89139598579872,E01009222,Birmingham 008B,E14000566
"Appleton Avenue, BIRMINGHAM",170000,2019-09-10,https://www.rightmove.co.uk/property-for-sale/property-84622322.html,52.5400664935895,-1.94127487171818,E01010008,Sandwell 011A,E14001029
"Anchor Drive, Tipton",190000,2019-09-08,https://www.rightmove.co.uk/property-for-sale/property-64897326.html,52.5186718424625,-2.05595733663032,E01010072,Sandwell 021D,E14001030
"Ansell Road, Erdington, Birmingham",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-71795665.html,52.509954483785,-1.8458377611425,E01009400,Birmingham 031E,E14000561
"Almond Avenue, Walsall, WS5",175000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-74178199.html,52.5605728155124,-1.96529184976583,E01009970,Sandwell 002B,E14001029
"Barrows Lane, Birmingham, B26",170000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-74211709.html,52.4697954961493,-1.80284618263833,E01009518,Birmingham 067D,E14000568
"Barn Owl Walk, Brierley Hill, DY5",185000,2019-10-01,https://www.rightmove.co.uk/property-for-sale/property-85293986.html,52.4611697238012,-2.12829575409137,E01009722,Dudley 027B,E14000976
"Ardath Road, Kings Norton",150000,2019-10-03,https://www.rightmove.co.uk/property-for-sale/property-65050470.html,52.4042180849741,-1.92381597057969,E01009120,Birmingham 123D,E14000565
"Ardav Road, West Bromwich",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84315773.html,52.5417878790885,-2.0169132331364,E01010100,Sandwell 013F,E14001030
"Appleton Avenue, Birmingham",190000,2019-10-17,https://www.rightmove.co.uk/property-for-sale/property-74807608.html,52.5397069720959,-1.94142278998138,E01010008,Sandwell 011A,E14001029
"Baldmoor Lake Road, Birmingham",185000,2019-10-19,https://www.rightmove.co.uk/property-for-sale/property-65858619.html,52.5352140608188,-1.84427520513007,E01009002,Birmingham 023A,E14000561
"Bay Tree Court, Larchwood Road, Walsall",200000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-81364595.html,52.5584152983219,-1.96544104286262,E01009970,Sandwell 002B,E14001029
"Beaconsfield Street, West Bromwich, B71",165000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-59802792.html,52.5278545564318,-1.99243923288151,E01009993,Sandwell 017C,E14001029
"Brickhouse Road, Rowley Regis",145000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-65122278.html,52.4873871360009,-2.05547564286865,E01010038,Sandwell 029A,E14000722
"Barnwood Road, Quinton",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-64133310.html,52.4518876424622,-1.97744277575885,E01009073,Birmingham 085A,E14000560
"Beech Crescent, WEDNESBURY",130000,2019-10-19,https://www.rightmove.co.uk/property-for-sale/property-74796757.html,52.5641724417918,-2.01795463489094,E01010086,Sandwell 001B,E14001030
"Arden Road, Aston, Birmingham",180000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-83564465.html,52.5066845101153,-1.89785676241529,E01009061,Birmingham 033E,E14000564
"Asholme Close, Birmingham",165000,2019-09-15,https://www.rightmove.co.uk/property-for-sale/property-65004555.html,52.5024598465146,-1.82229334321813,E01009082,Birmingham 044A,E14000563
"Arkley Road, Hall Green",164950,2019-10-15,https://www.rightmove.co.uk/property-for-sale/property-83577518.html,52.4287561076471,-1.83200195908173,E01009033,Birmingham 103F,E14000562
"Bodenham Road, Oldbury",180000,2019-10-09,https://www.rightmove.co.uk/property-for-sale/property-65652870.html,52.468700973081,-2.00437248659287,E01010028,Sandwell 037E,E14001016
"Arkley Road, Hall Green",169950,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-83577518.html,52.4287561076471,-1.83200195908173,E01009033,Birmingham 103F,E14000562
"Asquith Road, Ward End, Birmingham, West Midlands, B8",200000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-76044551.html,52.4941117652326,-1.83086966910276,E01009486,Birmingham 044E,E14000563
"Brackenfield Road, Great Barr",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73512241.html,52.5531679014318,-1.90468097650491,E01009223,Birmingham 013A,E14000566
"Beechdale Avenue, Great Barr, Birmingham, West Midlands, B44",200000,2019-10-17,https://www.rightmove.co.uk/property-for-sale/property-65773461.html,52.5524385019664,-1.89273639664538,E01009224,Birmingham 008C,E14000566
"Attingham Drive, Dudley",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73967851.html,52.5157689554675,-2.0964777906018,E01009879,Dudley 011B,E14000671
"Beebee Road, Wednesbury, WS10",187500,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-60975129.html,52.5661503564222,-2.01692274905035,E01010087,Sandwell 001C,E14001030
"Belvidere Gardens, Birmingham",175000,2019-09-21,https://www.rightmove.co.uk/property-for-sale/property-73652260.html,52.4522653391533,-1.86766977555886,E01009396,Birmingham 082D,E14000562
"Belvidere Gardens, Birmingham, B11",165000,2019-10-13,https://www.rightmove.co.uk/property-for-sale/property-65020353.html,52.4522653391533,-1.86766977555886,E01009396,Birmingham 082D,E14000562
"Brandon Grove, Longbridge, Birmingham, B31",185000,2019-09-28,https://www.rightmove.co.uk/property-for-sale/property-84125714.html,52.3912944126673,-1.9758569141197,E01009168,Birmingham 131B,E14000565
"Austin Close, Birmingham, West Midlands, B27",165000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-83764298.html,52.4512903719932,-1.81161029562171,E01008893,Birmingham 089D,E14000568
"BIRMINGHAM, Woodgate Lane",179950,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84100619.html,52.4430788926561,-2.01260839826985,E01008921,Birmingham 094C,E14000560
"Asholme Close, Birmingham, B36",160000,2019-10-25,https://www.rightmove.co.uk/property-for-sale/property-65956299.html,52.5024598465146,-1.82229334321813,E01009082,Birmingham 044A,E14000563
"Benedon Road, Birmingham",180000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73659163.html,52.4620352877305,-1.78624931516574,E01009316,Birmingham 081B,E14000568
"Berrowside Road, Shard End, B34",168000,2019-11-06,https://www.rightmove.co.uk/property-for-sale/property-75313348.html,52.4962400807801,-1.76163263562364,E01009308,Birmingham 046C,E14000563
"Bristol Road South, Northfield, Birmingham, B31 2TH",165000,2019-11-04,https://www.rightmove.co.uk/property-for-sale/property-86275964.html,52.4020834961862,-1.98128940533876,E01009208,Birmingham 124C,E14000565
"Ash Crescent, Birmingham",180000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84425906.html,52.49586143636,-1.7523551384962,E01010146,Solihull 004A,E14000812
"Belle Vue Gardens, Rowley Regis",175000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84121709.html,52.4813697654918,-2.04103796928586,E01009929,Sandwell 033A,E14000722
"Bannerlea Road, Birmingham",159999,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-79438115.html,52.4908277344052,-1.75267793829872,E01010147,Solihull 005B,E14000812
"Ash Crescent, Birmingham",170000,2019-10-23,https://www.rightmove.co.uk/property-for-sale/property-84425906.html,52.49586143636,-1.7523551384962,E01010146,Solihull 004A,E14000812
"Blackberry Lane, Rowley Regis",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73405366.html,52.4941258235301,-2.06299586135374,E01010044,Sandwell 025C,E14000722
"Barrs Road, Cradley Heath",140000,2019-10-01,https://www.rightmove.co.uk/property-for-sale/property-83979197.html,52.4663408430902,-2.07340690053837,E01009954,Sandwell 038B,E14000722
"Barnwood Road, Quinton, Birmingham, West Midlands, B32",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-83702312.html,52.4518876424622,-1.97744277575885,E01009073,Birmingham 085A,E14000560
"Blythsford Road, Hall Green",199950,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84093542.html,52.4151902032726,-1.838522542775,E01009041,Birmingham 132C,E14000562
"Baldwin Street, Birmingham, Smethwick, United Kingdom, B66",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-64727397.html,52.4947652528932,-1.9601881300051,E01010062,Sandwell 026C,E14001016
"Brabazon Grove, Birmingham, B35 6DT",165000,2019-10-15,https://www.rightmove.co.uk/property-for-sale/property-65767590.html,52.5190508357397,-1.79717331536037,E01009101,Birmingham 029D,E14000561
"Bankes Road, BIRMINGHAM, West Midlands",180000,2019-09-15,https://www.rightmove.co.uk/property-for-sale/property-84695138.html,52.4729170201506,-1.84670308068134,E01009331,Birmingham 139D,E14000563
"Beckbury Road, Birmingham",164000,2019-09-25,https://www.rightmove.co.uk/property-for-sale/property-83282513.html,52.4387603754197,-1.96921160491558,E01009501,Birmingham 101B,E14000565
"Ashill Road, Rednal, Birmingham",160000,2019-10-29,https://www.rightmove.co.uk/property-for-sale/property-74151073.html,52.3930049131902,-2.00392369650545,E01009167,Birmingham 130C,E14000565
"Blake Lane, Birmingham, B9",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-64840887.html,52.4767764955395,-1.8419783192607,E01009343,Birmingham 063E,E14000563
"Birdbrook Road, Great Barr, Birmingham",165000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-64891479.html,52.5420098874458,-1.89231940916212,E01009227,Birmingham 013C,E14000566
"Brandon Road, Birmingham",180000,2019-10-31,https://www.rightmove.co.uk/property-for-sale/property-74816275.html,52.441368996696,-1.85210845436134,E01009043,Birmingham 097B,E14000562
"Bridge Close, Birmingham, B11",165000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-62058261.html,52.4478626962073,-1.86988995212138,E01009389,Birmingham 093B,E14000562
"BRIERLEY HILL, QUARRY BANK, Woodland Avenue",164950,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-81643262.html,52.473602536615,-2.10080189085916,E01009865,Dudley 025B,E14000976
"Ballard Walk, BIRMINGHAM",190000,2019-10-29,https://www.rightmove.co.uk/property-for-sale/property-65319483.html,52.4951300910385,-1.74661485854947,E01010145,Solihull 005A,E14000812
"Benedon Road, Birmingham, B26",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-61006344.html,52.4651886107903,-1.79006104866754,E01009324,Birmingham 072B,E14000568
"Ballard Walk, BIRMINGHAM",200000,2019-09-25,https://www.rightmove.co.uk/property-for-sale/property-65319483.html,52.4951300910385,-1.74661485854947,E01010145,Solihull 005A,E14000812
"Barrows Lane, Birmingham, B26",200000,2019-10-21,https://www.rightmove.co.uk/property-for-sale/property-65904216.html,52.4624066626936,-1.79287073400099,E01009312,Birmingham 072A,E14000568
"Bramley Road, Acocks Green",150000,2019-11-06,https://www.rightmove.co.uk/property-for-sale/property-86354801.html,52.4542725641884,-1.82160415375022,E01008890,Birmingham 089A,E14000568
"Brushfield Road, Great Barr",170000,2019-10-05,https://www.rightmove.co.uk/property-for-sale/property-84057434.html,52.5409411202323,-1.90397016288662,E01009248,Birmingham 019D,E14000566
"Brett Young Close, Halesowen",190000,2019-10-15,https://www.rightmove.co.uk/property-for-sale/property-74795941.html,52.4457666596948,-2.04836100627644,E01009806,Dudley 039F,E14000722
"Blake Lane, Birmingham, B9",170000,2019-10-09,https://www.rightmove.co.uk/property-for-sale/property-64840887.html,52.4767764955395,-1.8419783192607,E01009343,Birmingham 063E,E14000563
"Beckbury Road, Birmingham",169000,2019-09-18,https://www.rightmove.co.uk/property-for-sale/property-83282513.html,52.4387603754197,-1.96921160491558,E01009501,Birmingham 101B,E14000565
"Beaconsfield Road, Balsall Heath, Birmingham, B12",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-81237137.html,52.4543591573724,-1.89356289034378,E01009182,Birmingham 092A,E14000562
"BIRMINGHAM, Woodgate Lane",175000,2019-09-11,https://www.rightmove.co.uk/property-for-sale/property-84100619.html,52.4430788926561,-2.01260839826985,E01008921,Birmingham 094C,E14000560
"Burnside Gardens, Walsall",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84337256.html,52.5673071349454,-1.94418932239332,E01010334,Walsall 035D,E14001012
"Belvidere Gardens, Birmingham",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73652260.html,52.4522653391533,-1.86766977555886,E01009396,Birmingham 082D,E14000562
"Brandon Road, Hall Green",190000,2019-10-29,https://www.rightmove.co.uk/property-for-sale/property-86039726.html,52.441368996696,-1.85210845436134,E01009043,Birmingham 097B,E14000562
"Beechdale Avenue, Great Barr, B44",200000,2019-09-25,https://www.rightmove.co.uk/property-for-sale/property-65305857.html,52.552168539616,-1.89244208825636,E01009224,Birmingham 008C,E14000566
"Benedon Road, Birmingham, B26",180000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-79973423.html,52.4620352877305,-1.78624931516574,E01009316,Birmingham 081B,E14000568
"Burton Grove, Cradley Heath",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84020678.html,52.4712887520022,-2.06767389541888,E01009952,Sandwell 035B,E14000722
"Berrowside Road, Birmingham",168000,2019-10-25,https://www.rightmove.co.uk/property-for-sale/property-84844652.html,52.4962400807801,-1.76163263562364,E01009308,Birmingham 046C,E14000563
"Bodenham Road, Brandhall, Oldbury",175000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-72734095.html,52.468700973081,-2.00437248659287,E01010028,Sandwell 037E,E14001016
"Booths Farm Road, Great Barr",195000,2019-09-25,https://www.rightmove.co.uk/property-for-sale/property-65908630.html,52.5390660741593,-1.92137199493339,E01009247,Birmingham 016E,E14000566
"Burton Grove, Old Hill, Cradley Heath, West Midlands, B64",190000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-80203055.html,52.4712887520022,-2.06767389541888,E01009952,Sandwell 035B,E14000722
"Brandwood Crescent, Kings Norton, Birmingham",199950,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-63344106.html,52.4124734145081,-1.9026314813916,E01008973,Birmingham 118B,E14000567
"Briery Close, Cradley Heath",155000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84020714.html,52.4632890842728,-2.06515943054161,E01009954,Sandwell 038B,E14000722
"Carshalton Road, Birmingham, B44",160000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-61242831.html,52.5502704119525,-1.88168095833743,E01009131,Birmingham 011D,E14000561
"Brinklow Road, Weoley Castle, Birmingham, B29",160000,2019-09-25,https://www.rightmove.co.uk/property-for-sale/property-74332342.html,52.4422675130472,-1.97347552169855,E01009500,Birmingham 095E,E14000560
"Brookvale Road, Birmingham",185000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-62225835.html,52.5214966955525,-1.87571553333397,E01009411,Birmingham 030B,E14000561
"Blakemere Avenue, Birmingham, B25",187500,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-60836472.html,52.4689061663455,-1.80873831910469,E01009521,Birmingham 067E,E14000568
"Brays Road, Birmingham",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73767763.html,52.4600622597721,-1.78890800383537,E01009316,Birmingham 081B,E14000568
"Church Road, Northfield, B31",185000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-64871949.html,52.4146667231451,-1.96790503249718,E01009218,Birmingham 120D,E14000565
"Bell Lane, Tile Cross, Birmingham",170000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-64027668.html,52.4725002514374,-1.75852201957117,E01009302,Birmingham 069A,E14000563
"Bent Avenue, Quinton, Birmingham, West Midlands, B32",200000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-84369257.html,52.4595308289609,-1.98965425141711,E01009256,Birmingham 085D,E14000560
"Brindlefields Way, Tipton",145000,2019-10-29,https://www.rightmove.co.uk/property-for-sale/property-65041665.html,52.5165160840458,-2.05197578245972,E01010072,Sandwell 021D,E14001030
"Brigfield Road, Birmingham",200000,2019-09-06,https://www.rightmove.co.uk/property-for-sale/property-73985743.html,52.4211658952816,-1.87320338301489,E01008939,Birmingham 111E,E14000567
"Broad Acres, Birmingham, B31",195000,2019-09-27,https://www.rightmove.co.uk/property-for-sale/property-65361015.html,52.4245592395882,-1.98554465646327,E01008930,Birmingham 106D,E14000560
